,name,company,year,Price,kms_driven,fuel_type
3434,Maruti Suzuki Wagon,Maruti,2012,1065000,41000,Petrol
3435,Honda City,Honda,2014,1065000,80000,Diesel
3436,Hyundai i20,Hyundai,2009,1025000,2875,Petrol
3437,Tata Indigo eCS,Tata,2016,1025000,41000,Diesel
3438,Hyundai Fluidic Verna,Hyundai,2015,1025000,45000,Diesel
3439,Mahindra Quanto C8,Mahindra,2013,1025000,74000,Diesel
3440,Fiat Petra ELX,Fiat,2008,1000000,4000,Petrol
3441,Skoda Fabia 1.2L,Skoda,2011,1000000,4500,Diesel
3442,Mini Cooper S,Mini,2013,1000000,8000,Petrol
3443,Hyundai Santro Xing,Hyundai,2005,1000000,15000,Petrol
3444,Maruti Suzuki Ciaz,Maruti,2016,1000000,22000,Petrol
3445,Maruti Suzuki Zen,Maruti,2000,1000000,26500,Petrol
3446,Honda City,Honda,2015,1000000,34000,Petrol
3447,Hyundai Creta 1.6,Hyundai,2017,1000000,36000,Petrol
3448,Mahindra Scorpio SLX,Mahindra,2007,1000000,40000,Diesel
3449,Mahindra Scorpio SLE,Mahindra,2012,1000000,40000,Diesel
3450,Toyota Innova 2.5,Toyota,2006,1000000,43000,Diesel
3451,Maruti Suzuki Alto,Maruti,2011,1000000,44000,Petrol
3452,Maruti Suzuki Wagon,Maruti,2011,1000000,47000,Petrol
3453,Tata Nano Cx,Tata,2013,1000000,48006,Petrol
3454,Maruti Suzuki Alto,Maruti,2013,1000000,55000,Petrol
3455,Maruti Suzuki Wagon,Maruti,2009,1000000,55000,Petrol
3456,Maruti Suzuki Swift,Maruti,2006,1000000,60000,Petrol
3457,Tata Sumo Victa,Tata,2012,1000000,60000,Diesel
3458,Maruti Suzuki Wagon,Maruti,2010,1000000,62000,Petrol
3459,Maruti Suzuki Alto,Maruti,2010,1000000,73000,Petrol
3460,Volkswagen Passat Diesel,Volkswagen,2009,1000000,75000,Diesel
3461,Renault Scala RxL,Renault,2015,1000000,77000,Diesel
3462,Mahindra Quanto C8,Mahindra,2013,1000000,90000,Diesel
3463,Hyundai Grand i10,Hyundai,2014,1000000,200000,Petrol
3464,Hyundai i20 Active,Hyundai,2015,984999,22000,Petrol
3465,Mahindra Xylo E4,Mahindra,2012,984999,30000,Diesel
3466,Mahindra Jeep MM,Mahindra,2019,984999,50000,Diesel
3467,Renault Duster 110PS,Renault,2012,984999,80000,Diesel
3468,Mahindra Bolero SLE,Mahindra,2013,970000,5000,Diesel
3469,Force Motors Force,Force,2015,970000,60000,Diesel
3470,Maruti Suzuki SX4,Maruti,2012,970000,85960,Diesel
3471,Mahindra Jeep CL550,Mahindra,2019,970000,150000,Diesel
3472,Maruti Suzuki Alto,Maruti,2015,950000,3528,Petrol
3473,Mahindra Jeep CL550,Mahindra,2018,950000,14000,Diesel
3474,Toyota Etios,Toyota,2011,950000,20000,Diesel
3475,Volkswagen Polo,Volkswagen,2015,950000,20000,Diesel
3476,Honda City ZX,Honda,2008,950000,25000,Petrol
3477,Maruti Suzuki Wagon,Maruti,2006,950000,31000,Petrol
3478,Honda City VX,Honda,2016,950000,42000,Diesel
3479,Mahindra Thar CRDe,Mahindra,2016,950000,65000,Diesel
3480,Mitsubishi Pajero Sport,Mitsubishi,2015,944999,3500,Diesel
3481,Audi A4 1.8,Audi,2009,944999,12500,Petrol
3482,Mercedes Benz GLA,Mercedes,2015,944999,37000,Diesel
3483,Land Rover Freelander,Land,2015,944999,45000,Diesel
3484,Renault Kwid RXT,Renault,2017,940000,3200,Petrol
3485,Tata Aria Pleasure,Tata,2014,940000,38000,Diesel
3486,Mercedes Benz B,Mercedes,2014,940000,43000,Petrol
3487,Datsun GO T,Datsun,2016,940000,131000,Petrol
3488,Tata Indigo eCS,Tata,2016,900000,2000,Diesel
3489,Tata Indigo eCS,Tata,2016,900000,9000,Diesel
3490,Honda Jazz VX,Honda,2016,900000,10000,Petrol
3491,Honda Amaze 1.2,Honda,2014,900000,10750,Petrol
3492,Honda Amaze,Honda,2013,900000,13000,Diesel
3493,Honda City,Honda,2012,900000,15000,Petrol
3494,Honda City,Honda,2015,900000,25000,Diesel
3495,Honda Amaze,Honda,2015,900000,28600,Petrol
3496,Audi A4 1.8,Audi,2009,900000,29000,Petrol
3497,Force Motors Force,Force,2015,900000,30874,Diesel
3498,Mahindra Scorpio S4,Mahindra,2015,900000,31000,Diesel
3499,Hyundai i20 Active,Hyundai,2015,900000,33000,Diesel
3500,Mini Cooper S,Mini,2013,900000,33000,Petrol
3501,Maruti Suzuki Ciaz,Maruti,2017,900000,35000,Petrol
3502,Chevrolet Tavera Neo,Chevrolet,2013,900000,35000,Diesel
3503,Honda Amaze,Honda,2013,900000,36200,Diesel
3504,Hyundai Eon Sportz,Hyundai,2012,900000,40000,Petrol
3505,Tata Sumo Gold,Tata,2013,900000,40000,Diesel
3506,Maruti Suzuki Wagon,Maruti,2003,900000,42000,Petrol
3507,Maruti Suzuki Esteem,Maruti,2006,900000,47000,Petrol
3508,Maruti Suzuki Eeco,Maruti,2015,900000,48000,Petrol
3509,Chevrolet Enjoy 1.4,Chevrolet,2013,900000,48006,Diesel
3510,Hyundai i20 Asta,Hyundai,2012,900000,60000,Diesel
3511,Ford Figo Diesel,Ford,2014,900000,60000,Diesel
3512,Maruti Suzuki Eeco,Maruti,2015,900000,60000,Petrol
3513,Maruti Suzuki Ertiga,Maruti,2014,900000,68485,Petrol
3514,Maruti Suzuki Esteem,Maruti,2007,900000,75000,Petrol
3515,Maruti Suzuki Ritz,Maruti,2014,900000,97200,Petrol
3516,Maruti Suzuki Dzire,Maruti,2009,900000,97200,Petrol
3517,Maruti Suzuki Ritz,Maruti,2013,900000,97200,Diesel
3518,Maruti Suzuki SX4,Maruti,2010,900000,97200,Petrol
3519,Maruti Suzuki Wagon,Maruti,2015,900000,97200,Petrol
3520,Mini Cooper S,Mini,2013,899000,7000,Petrol
3521,Nissan Terrano XL,Nissan,2015,899000,15000,Diesel
3522,Renault Duster 85,Renault,2013,899000,35000,Diesel
3523,Renault Duster 85,Renault,2014,899000,53000,Diesel
3524,Renault Duster 85,Renault,2015,895000,22000,Diesel
3525,Maruti Suzuki Dzire,Maruti,2013,895000,32000,Petrol
3526,Renault Kwid RXT,Renault,2018,895000,39000,Petrol
3527,Maruti Suzuki Maruti,Maruti,2003,895000,100000,Petrol
3528,Renault Kwid 1.0,Renault,2018,865000,20000,Petrol
3529,Renault Lodgy 85,Renault,2018,865000,30000,Diesel
3530,Renault Scala RxL,Renault,2014,865000,30000,Diesel
3531,Hyundai Grand i10,Hyundai,2014,865000,36000,Petrol
3532,Maruti Suzuki Swift,Maruti,2011,865000,39000,Petrol
3533,Chevrolet Beat LS,Chevrolet,2010,865000,41000,Petrol
3534,Tata Indigo eCS,Tata,2016,865000,43000,Diesel
3535,Hyundai Santro Xing,Hyundai,2000,865000,52000,Petrol
3536,Hyundai Fluidic Verna,Hyundai,2015,860000,31000,Diesel
3537,Chevrolet Beat LS,Chevrolet,2010,860000,37000,Petrol
3538,Mahindra Quanto C8,Mahindra,2013,860000,55000,Diesel
3539,Fiat Petra ELX,Fiat,2008,860000,95000,Petrol
3540,Chevrolet Beat LS,Chevrolet,2015,855000,30000,Petrol
3541,Skoda Fabia 1.2L,Skoda,2011,855000,30000,Diesel
3542,Ford EcoSport Titanium,Ford,2016,855000,38000,Diesel
3543,Hyundai Accent GLX,Hyundai,2006,855000,42000,Petrol
3544,Mahindra TUV300 T4,Mahindra,2016,855000,45000,Diesel
3545,Mini Cooper S,Mini,2013,855000,48006,Petrol
3546,Mini Cooper S,Mini,2013,855000,56000,Petrol
3547,Tata Indica V2,Tata,2008,855000,58559,Petrol
3548,Mini Cooper S,Mini,2013,855000,60000,Petrol
3549,Tata Indigo CS,Tata,2009,855000,90000,Diesel
3550,Maruti Suzuki Swift,Maruti,2019,855000,90000,Petrol
3551,Mahindra Scorpio VLX,Mahindra,2004,855000,150000,Diesel
3552,Honda Accord,Honda,2009,849999,29000,Petrol
3553,Mahindra Scorpio S4,Mahindra,2015,849999,31000,Diesel
3554,Chevrolet Tavera Neo,Chevrolet,2013,849999,37000,Diesel
3555,Ford EcoSport Titanium,Ford,2014,849999,99000,Diesel
3556,Maruti Suzuki Ertiga,Maruti,2015,830000,6800,Diesel
3557,Honda Amaze,Honda,2014,830000,15487,Petrol
3558,Maruti Suzuki Dzire,Maruti,2012,830000,24330,Petrol
3559,Honda City,Honda,2011,830000,24530,Petrol
3560,Mahindra Scorpio 2.6,Mahindra,2007,830000,24530,Diesel
3561,Maruti Suzuki Dzire,Maruti,2014,830000,25000,Diesel
3562,Honda City,Honda,2015,830000,27000,Petrol
3563,Honda Mobilio,Honda,2014,830000,42000,Petrol
3564,Toyota Corolla Altis,Toyota,2009,830000,44000,Petrol
3565,Honda City,Honda,2014,830000,58000,Petrol
3566,Skoda Laura,Skoda,2012,830000,60000,Diesel
3567,Renault Duster,Renault,2015,830000,120000,Diesel
3568,Maruti Suzuki Ertiga,Maruti,2018,800000,1600,Diesel
3569,Maruti Suzuki Dzire,Maruti,2015,800000,7400,Diesel
3570,Mahindra XUV500,Mahindra,2014,800000,12000,Diesel
3571,Hyundai Verna Fluidic,Hyundai,2012,800000,34000,Diesel
3572,Maruti Suzuki Vitara,Maruti,2016,800000,42000,Diesel
3573,Maruti Suzuki Wagon,Maruti,2016,800000,46000,Petrol
3574,Mahindra Scorpio,Mahindra,2015,800000,90000,Diesel
3575,Honda Amaze,Honda,2014,800000,102563,Petrol
3576,Mahindra XUV500,Mahindra,2013,799999,8000,Diesel
3577,Mahindra Scorpio,Mahindra,2013,799999,9000,Diesel
3578,Skoda Laura,Skoda,2013,799999,40000,Diesel
3579,Volkswagen Polo,Volkswagen,2010,799999,45000,Diesel
3580,Hyundai Elite i20,Hyundai,2016,795000,60,Petrol
3581,Tata Manza Aura,Tata,2012,795000,14000,Diesel
3582,Chevrolet Sail UVA,Chevrolet,2013,795000,63000,Petrol
3583,Renault Duster 110,Renault,2012,795000,81876,Diesel
3584,Hyundai Verna Fluidic,Hyundai,2013,790000,2800,Diesel
3585,Audi A4 2.0,Audi,2012,790000,29000,Diesel
3586,Hyundai Elantra SX,Hyundai,2013,790000,30000,Petrol
3587,Mahindra Scorpio VLX,Mahindra,2013,790000,41000,Diesel
3588,Mahindra KUV100 K8,Mahindra,2016,770000,0,Diesel
3589,Renault Scala RxL,Renault,2015,770000,60000,Diesel
3590,Mahindra Quanto C8,Mahindra,2013,770000,62000,Diesel
3591,Hyundai Grand i10,Hyundai,2014,770000,200000,Petrol
3592,Hyundai i20 Active,Hyundai,2015,760000,4000,Petrol
3593,Mahindra Xylo E4,Mahindra,2012,760000,28600,Diesel
3594,Hyundai Grand i10,Hyundai,2017,760000,35000,Petrol
3595,Hyundai i20,Hyundai,2014,760000,65000,Petrol
3596,Hyundai Eon,Hyundai,2014,750000,40,Petrol
3597,Hyundai i10,Hyundai,2012,750000,100,Petrol
3598,Hyundai i20 Active,Hyundai,2015,750000,3000,Diesel
3599,Datsun Redi GO,Datsun,2017,750000,8000,Petrol
3600,Toyota Etios Liva,Toyota,2011,750000,28000,Petrol
3601,Hyundai Accent,Hyundai,2010,750000,30000,Petrol
3602,Hyundai Verna,Hyundai,2014,750000,37000,Diesel
3603,Maruti Suzuki Swift,Maruti,2013,750000,41800,Diesel
3604,Toyota Fortuner,Toyota,2011,750000,46000,Diesel
3605,Hyundai i10 Sportz,Hyundai,2012,750000,50000,Petrol
3606,Mahindra Bolero Power,Mahindra,2018,750000,51000,Diesel
3607,Mahindra XUV500,Mahindra,2015,750000,57000,Diesel
3608,Honda City 1.5,Honda,2010,750000,63000,Petrol
3609,Chevrolet Spark LT,Chevrolet,2009,750000,64000,Petrol
3610,Mahindra Jeep MM,Mahindra,2019,750000,64000,Diesel
3611,Renault Duster 110PS,Renault,2012,750000,72000,Diesel
3612,Mahindra XUV500,Mahindra,2016,750000,75000,Diesel
3613,Tata Indigo eCS,Tata,2014,750000,75000,Diesel
3614,Mahindra Bolero SLE,Mahindra,2013,750000,120000,Diesel
3615,Force Motors Force,Force,2015,750000,147000,Diesel
3616,Skoda Rapid Elegance,Skoda,2013,749999,20000,Diesel
3617,Tata Vista Quadrajet,Tata,2011,749999,46000,Diesel
3618,Maruti Suzuki Alto,Maruti,2015,749999,47000,Petrol
3619,Maruti Suzuki SX4,Maruti,2012,749999,68000,Diesel
3620,Maruti Suzuki Zen,Maruti,2003,730000,29000,Petrol
3621,Mahindra Jeep CL550,Mahindra,2019,730000,41000,Diesel
3622,Hyundai i10 Magna,Hyundai,2011,730000,46000,Petrol
3623,Maruti Suzuki Alto,Maruti,2015,730000,53000,Petrol
3624,Maruti Suzuki Swift,Maruti,2016,730000,53000,Diesel
3625,Honda City ZX,Honda,2008,730000,55000,Petrol
3626,Mahindra Jeep CL550,Mahindra,2018,730000,73000,Diesel
3627,Mahindra Jeep MM,Mahindra,2006,730000,85455,Diesel
3628,Chevrolet Beat Diesel,Chevrolet,2017,725000,36000,Diesel
3629,Honda City 1.5,Honda,2010,725000,36000,Petrol
3630,Hyundai Verna 1.4,Hyundai,2014,725000,37000,Petrol
3631,Toyota Innova 2.5,Toyota,2012,725000,59000,Diesel
3632,Maruti Suzuki Maruti,Maruti,1995,715000,3200,Petrol
3633,Toyota Etios,Toyota,2011,715000,34000,Diesel
3634,Volkswagen Polo,Volkswagen,2015,715000,49000,Diesel
3635,Maruti Suzuki Swift,Maruti,2014,715000,65000,Diesel
3636,Hyundai Elite i20,Hyundai,2015,701000,8000,Diesel
3637,Maruti Suzuki Swift,Maruti,2012,701000,38000,Petrol
3638,Maruti Suzuki Versa,Maruti,2004,701000,47000,Petrol
3639,Tata Indigo LX,Tata,2016,701000,58000,Diesel
3640,Volkswagen Vento Konekt,Volkswagen,2011,700000,3000,Diesel
3641,Mercedes Benz C,Mercedes,2002,700000,3350,Petrol
3642,Maruti Suzuki Ertiga,Maruti,2013,700000,7000,Diesel
3643,Honda City,Honda,2000,700000,32000,Petrol
3644,Hyundai Santro Xing,Hyundai,2006,699999,0,Petrol
3645,Maruti Suzuki Omni,Maruti,2001,699999,35000,Petrol
3646,Hyundai Sonata Transform,Hyundai,2017,699999,51000,Diesel
3647,Hyundai Elite i20,Hyundai,2018,699999,52000,Petrol
3648,Volkswagen Vento Konekt,Volkswagen,2011,699000,1800,Diesel
3649,Maruti Suzuki Alto,Maruti,2017,699000,3500,Petrol
3650,Maruti Suzuki Alto,Maruti,2011,699000,14000,Petrol
3651,Honda Jazz S,Honda,2009,699000,20000,Petrol
3652,Hyundai Grand i10,Hyundai,2017,699000,21000,Petrol
3653,Maruti Suzuki Zen,Maruti,2001,699000,22000,Petrol
3654,Mahindra Scorpio W,Mahindra,2012,699000,22000,Diesel
3655,Maruti Suzuki Alto,Maruti,2014,699000,28000,Petrol
3656,Hyundai Grand i10,Hyundai,2016,699000,28400,Diesel
3657,Mahindra XUV500 W8,Mahindra,2012,699000,29000,Diesel
3658,Hyundai Creta 1.6,Hyundai,2016,699000,35000,Petrol
3659,Hyundai i20 Magna,Hyundai,2013,699000,38000,Petrol
3660,Renault Duster 85,Renault,2015,699000,39000,Diesel
3661,Hyundai Grand i10,Hyundai,2014,699000,42000,Petrol
3662,Honda Brio V,Honda,2012,699000,47000,Petrol
3663,Mahindra TUV300 T4,Mahindra,2017,699000,47000,Diesel
3664,Chevrolet Spark LS,Chevrolet,2010,699000,47000,Petrol
3665,Mahindra TUV300 T8,Mahindra,2018,699000,48000,Diesel
3666,Maruti Suzuki Swift,Maruti,2015,699000,49000,Diesel
3667,Nissan X Trail,Nissan,2019,699000,49800,Diesel
3668,Maruti Suzuki Alto,Maruti,2015,699000,50000,Petrol
3669,Ford Ikon 1.3,Ford,2001,699000,50000,Petrol
3670,Toyota Fortuner 3.0,Toyota,2010,699000,64000,Diesel
3671,Tata Manza ELAN,Tata,2010,699000,68485,Petrol
3672,Mercedes Benz A,Mercedes,2013,690000,1000,Petrol
3673,Chevrolet Beat LS,Chevrolet,2016,690000,15000,Diesel
3674,Ford EcoSport Trend,Ford,2013,690000,25000,Diesel
3675,Tata Indigo LS,Tata,2016,690000,30000,Diesel
3676,Hyundai i20 Magna,Hyundai,2010,690000,48508,Petrol
3677,Volkswagen Vento Highline,Volkswagen,2015,690000,55000,Diesel
3678,Renault Kwid RXT,Renault,2015,690000,75000,Petrol
3679,Ford EcoSport Titanium,Ford,2014,690000,90000,Diesel
3680,Honda Amaze 1.5,Honda,2016,689999,8000,Diesel
3681,Hyundai Verna 1.6,Hyundai,2017,689999,14000,Petrol
3682,BMW 5 Series,BMW,2011,689999,20000,Diesel
3683,Skoda Superb 1.8,Skoda,2011,689999,20000,Petrol
3684,Audi Q3 2.0,Audi,2013,689999,22000,Diesel
3685,Mahindra Bolero DI,Mahindra,2012,689999,29000,Diesel
3686,Mahindra Scorpio S10,Mahindra,2015,689999,38000,Diesel
3687,Ford Figo Duratorq,Ford,2012,689999,40000,Diesel
3688,Maruti Suzuki Wagon,Maruti,2018,689999,46000,Petrol
3689,Mahindra Logan Diesel,Mahindra,2009,689999,48000,Petrol
3690,Tata Nano GenX,Tata,2010,689999,50000,Petrol
3691,Mahindra TUV300 T4,Mahindra,2016,689999,51000,Diesel
3692,Mahindra TUV300 T4,Mahindra,2016,689999,68000,Diesel
3693,Hyundai Elite i20,Hyundai,2015,689999,69000,Petrol
3694,Hyundai Elite i20,Hyundai,2015,689999,80000,Petrol
3695,Honda City SV,Honda,2017,689999,120000,Petrol
3696,Maruti Suzuki Baleno,Maruti,2016,675000,9000,Petrol
3697,Ford Figo Petrol,Ford,2011,675000,28400,Petrol
3698,Mahindra Scorpio S10,Mahindra,2015,675000,35000,Diesel
3699,Honda City,Honda,2017,675000,62500,Petrol
3700,Hyundai Elite i20,Hyundai,2015,650000,100,Petrol
3701,Maruti Suzuki Versa,Maruti,2004,650000,2550,Petrol
3702,Hyundai Eon Era,Hyundai,2018,650000,3000,Petrol
3703,Mitsubishi Pajero Sport,Mitsubishi,2015,650000,9000,Petrol
3704,Hyundai i10 Magna,Hyundai,2008,650000,20000,Petrol
3705,Toyota Corolla H2,Toyota,2003,650000,25000,Petrol
3706,Maruti Suzuki Swift,Maruti,2011,650000,30600,Petrol
3707,Tata Indigo CS,Tata,2015,650000,34000,Diesel
3708,Mahindra Scorpio S10,Mahindra,2015,650000,37518,Diesel
3709,Mahindra Scorpio S10,Mahindra,2015,650000,38000,Diesel
3710,Hyundai Xcent Base,Hyundai,2016,650000,41000,Diesel
3711,Honda City,Honda,2015,650000,41800,Petrol
3712,Hyundai Accent Executive,Hyundai,2009,650000,42000,Petrol
3713,Maruti Suzuki Baleno,Maruti,2016,650000,42000,Petrol
3714,Tata Zest XE,Tata,2018,650000,45000,Diesel
3715,Maruti Suzuki Dzire,Maruti,2017,650000,47000,Diesel
3716,Tata Sumo Gold,Tata,2014,650000,50000,Diesel
3717,Toyota Corolla Altis,Toyota,2010,650000,55000,Petrol
3718,Maruti Suzuki Eeco,Maruti,2013,650000,55000,Diesel
3719,Toyota Fortuner 3.0,Toyota,2015,650000,62000,Diesel
3720,Mahindra XUV500 W6,Mahindra,2013,650000,70000,Diesel
3721,Tata Tigor Revotron,Tata,2019,650000,75000,Diesel
3722,Maruti Suzuki 800,Maruti,2001,650000,77000,Petrol
3723,Maruti Suzuki Ertiga,Maruti,2015,650000,82000,Petrol
3724,Maruti Suzuki Versa,Maruti,2004,649999,10750,Petrol
3725,Honda Mobilio S,Honda,2014,649999,29000,Diesel
3726,Maruti Suzuki Ertiga,Maruti,2016,649999,47000,Diesel
3727,Maruti Suzuki Vitara,Maruti,2017,649999,56000,Diesel
3728,Hyundai Verna 1.6,Hyundai,2016,644999,39000,Diesel
3729,Maruti Suzuki Swift,Maruti,2007,644999,43200,Petrol
3730,Toyota Fortuner 3.0,Toyota,2015,644999,55000,Diesel
3731,Maruti Suzuki Omni,Maruti,2014,644999,60000,Petrol
3732,Honda Amaze,Honda,2013,635000,6020,Diesel
3733,Tata Indica,Tata,2005,635000,29000,Petrol
3734,Hyundai Santro Xing,Hyundai,2003,635000,32000,Petrol
3735,Maruti Suzuki Zen,Maruti,2010,635000,46000,Petrol
3736,Maruti Suzuki Wagon,Maruti,2014,615000,0,Petrol
3737,Maruti Suzuki Wagon,Maruti,2007,615000,20000,Petrol
3738,Honda Brio VX,Honda,2017,615000,21000,Petrol
3739,Maruti Suzuki Zen,Maruti,2003,615000,65000,Petrol
3740,Maruti Suzuki Zen,Maruti,2008,610000,73,Petrol
3741,Maruti Suzuki Wagon,Maruti,2016,610000,20000,Diesel
3742,Maruti Suzuki Alto,Maruti,2010,610000,31000,Petrol
3743,Renault Kwid RXT,Renault,2019,610000,35000,Petrol
3744,Tata Nano Lx,Tata,2010,610000,35000,Petrol
3745,Jaguar XE XE,Jaguar,2016,610000,35522,Petrol
3746,Hyundai Eon Magna,Hyundai,2014,610000,39000,Petrol
3747,Honda City 1.5,Honda,2014,610000,54000,Petrol
3748,Hindustan Motors Ambassador,Hindustan,2002,610000,55000,Diesel
3749,Maruti Suzuki Ritz,Maruti,2010,610000,65000,Petrol
3750,Hyundai Grand i10,Hyundai,2017,610000,68000,Petrol
3751,Hyundai Eon D,Hyundai,2016,610000,120000,Petrol
3752,Maruti Suzuki Swift,Maruti,2015,600000,7800,Petrol
3753,Maruti Suzuki Wagon,Maruti,2017,600000,15000,Petrol
3754,Honda Amaze 1.2,Honda,2014,600000,20000,Petrol
3755,Maruti Suzuki Estilo,Maruti,2013,600000,23452,Petrol
3756,Maruti Suzuki Vitara,Maruti,2016,600000,29000,Diesel
3757,Maruti Suzuki Eeco,Maruti,2015,600000,29500,Petrol
3758,Hyundai Creta 1.6,Hyundai,2016,600000,41000,Petrol
3759,Mahindra Scorpio Vlx,Mahindra,2013,600000,43000,Diesel
3760,Maruti Suzuki Ertiga,Maruti,2012,600000,48000,Diesel
3761,Mitsubishi Lancer 1.8,Mitsubishi,2006,600000,48006,Petrol
3762,Maruti Suzuki Maruti,Maruti,2001,600000,51000,Petrol
3763,Maruti Suzuki Alto,Maruti,2015,600000,53000,Petrol
3764,Hyundai Grand i10,Hyundai,2015,600000,58000,Petrol
3765,Hyundai Eon D,Hyundai,2018,600000,60000,Petrol
3766,Ford Fiesta SXi,Ford,2009,600000,60500,Petrol
3767,Maruti Suzuki Ritz,Maruti,2010,600000,65000,Diesel
3768,Hyundai Verna Fluidic,Hyundai,2012,600000,68000,Diesel
3769,Maruti Suzuki Wagon,Maruti,2006,600000,70000,Petrol
3770,Maruti Suzuki Estilo,Maruti,2007,600000,72000,Petrol
3771,Audi A6 2.0,Audi,2012,600000,72000,Diesel
3772,Maruti Suzuki Wagon,Maruti,2003,600000,80000,Petrol
3773,Maruti Suzuki Wagon,Maruti,2009,600000,90000,Petrol
3774,Maruti Suzuki Wagon,Maruti,2009,600000,97000,Petrol
3775,Maruti Suzuki Alto,Maruti,2010,600000,99000,Petrol
3776,Maruti Suzuki Baleno,Maruti,2016,599999,20000,Petrol
3777,Hyundai Verna 1.6,Hyundai,2019,599999,20000,Petrol
3778,Maruti Suzuki Swift,Maruti,2009,599999,21000,Petrol
3779,Hyundai Getz Prime,Hyundai,2009,599999,30000,Petrol
3780,Hyundai Santro,Hyundai,2000,599999,30000,Petrol
3781,Hyundai Getz Prime,Hyundai,2009,599999,31000,Petrol
3782,Chevrolet Beat PS,Chevrolet,2012,599999,32700,Diesel
3783,Ford EcoSport Trend,Ford,2017,599999,37000,Petrol
3784,Maruti Suzuki Dzire,Maruti,2013,599999,39000,Petrol
3785,Hyundai Fluidic Verna,Hyundai,2013,599999,45000,Diesel
3786,Tata Indica V2,Tata,2005,599999,50000,Diesel
3787,BMW X1 xDrive20d,BMW,2011,599999,50000,Diesel
3788,Hyundai i20 Asta,Hyundai,2010,599999,51000,Petrol
3789,Honda City 1.5,Honda,2009,599999,80000,Petrol
3790,Tata Nano,Tata,2013,599999,80000,Petrol
3791,Chevrolet Cruze LTZ,Chevrolet,2014,599999,150000,Diesel
3792,Hyundai Verna Fluidic,Hyundai,2015,599000,0,Diesel
3793,Maruti Suzuki Swift,Maruti,2011,599000,8500,Diesel
3794,Mahindra XUV500 W6,Mahindra,2014,599000,30000,Diesel
3795,Mahindra XUV500 W10,Mahindra,2018,599000,68000,Diesel
3796,Maruti Suzuki Alto,Maruti,2014,590000,11000,Petrol
3797,Hyundai Accent GLE,Hyundai,2006,590000,34000,Petrol
3798,Force Motors One,Force,2013,590000,35000,Diesel
3799,Maruti Suzuki Alto,Maruti,2019,590000,60000,Petrol
3800,Chevrolet Spark 1.0,Chevrolet,2011,584999,12516,Petrol
3801,Hyundai i10,Hyundai,2009,584999,39000,Petrol
3802,Toyota Etios Liva,Toyota,2012,584999,44000,Diesel
3803,Renault Duster 85PS,Renault,2013,584999,103553,Diesel
3804,Chevrolet Enjoy,Chevrolet,2014,580000,3200,Diesel
3805,Maruti Suzuki Alto,Maruti,2017,580000,3200,Petrol
3806,BMW 5 Series,BMW,2009,580000,3200,Petrol
3807,Toyota Etios Liva,Toyota,2014,580000,7400,Petrol
3808,Mahindra Jeep MM,Mahindra,2004,580000,10000,Diesel
3809,Chevrolet Beat LS,Chevrolet,2016,580000,21000,Diesel
3810,Chevrolet Cruze LTZ,Chevrolet,2011,580000,25000,Diesel
3811,Jeep Wrangler Unlimited,Jeep,2015,580000,30000,Diesel
3812,Maruti Suzuki Ertiga,Maruti,2013,580000,32000,Diesel
3813,Hyundai Verna VGT,Hyundai,2010,580000,37458,Diesel
3814,Maruti Suzuki Omni,Maruti,2012,580000,38600,Petrol
3815,Maruti Suzuki Celerio,Maruti,2018,580000,39000,Petrol
3816,Tata Zest Quadrajet,Tata,2017,580000,45000,Diesel
3817,Mahindra XUV500 W6,Mahindra,2013,580000,47000,Diesel
3818,Tata Indigo CS,Tata,2016,580000,48000,Diesel
3819,Hyundai i10 Era,Hyundai,2011,580000,56000,Petrol
3820,Tata Indigo eCS,Tata,2014,580000,80000,Diesel
3821,Tata Indigo LX,Tata,2016,580000,85960,Diesel
3822,Tata Indigo eCS,Tata,2016,580000,95500,Diesel
3823,Tata Indigo Marina,Tata,2004,580000,175430,Diesel
3824,Hyundai Xcent SX,Hyundai,2015,575000,1000,Diesel
3825,Hyundai Eon Magna,Hyundai,2013,575000,29000,Petrol
3826,Renault Duster 85,Renault,2015,575000,35000,Diesel
3827,Maruti Suzuki Alto,Maruti,2009,575000,36000,Petrol
3828,Tata Nano LX,Tata,2010,575000,42000,Petrol
3829,Renault Duster 110,Renault,2013,575000,55700,Diesel
3830,Maruti Suzuki Wagon,Maruti,2010,575000,56758,Petrol
3831,Maruti Suzuki Swift,Maruti,2006,575000,60000,Petrol
3832,Maruti Suzuki Ertiga,Maruti,2012,575000,80000,Diesel
3833,Maruti Suzuki Swift,Maruti,2014,575000,85000,Petrol
3834,Maruti Suzuki Alto,Maruti,2017,575000,90001,Petrol
3835,Hyundai i20 Magna,Hyundai,2010,575000,130000,Petrol
3836,Hyundai i10 Magna,Hyundai,2009,574999,1600,Petrol
3837,Tata Zest XE,Tata,2017,574999,11523,Diesel
3838,Mahindra Xylo E8,Mahindra,2009,574999,22000,Diesel
3839,Toyota Corolla Altis,Toyota,2010,574999,35000,Petrol
